,num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,valence,name,track,genre
1067,6360576,288.4615,0,0,22050,1,0.0,280.85116,-13.035,97.978,0.051,4,0.902,9,0.347,0,0.165,3.15,4.12,1.0,1.0,0.731,0.363,288462,0.265,0.0,0.13,0.0346,0.18,Karen Rosenberg,Move,jazz
1072,5561598,252.22667,0,0,22050,1,0.0,244.0127,-12.145,115.91,0.827,4,1.0,7,0.701,1,0.614,3.15,4.12,1.0,1.0,0.491,0.716,252227,0.296,1.12e-05,0.113,0.036,0.542,Norah Jones,More Than This,jazz
1075,6714666,304.52,0,0,22050,1,0.16272,293.97043,-15.246,91.223,0.347,4,0.737,7,0.5,1,0.563,3.15,4.12,1.0,1.0,0.952,0.601,304520,0.224,0.079,0.103,0.0275,0.35,Eliane Elias,Embraceable You,jazz
1076,6911352,313.44,0,0,22050,1,0.37782,305.12181,-16.13,176.739,0.009,4,0.669,5,0.519,0,0.603,3.15,4.12,1.0,1.0,0.954,0.418,313440,0.114,0.608,0.159,0.0397,0.253,Sonny Rollins,"He's Younger Than You Are - From ""Alfie"" Score",jazz
1077,5425770,246.06667,0,0,22050,1,0.15111,224.89107,-23.23,97.96,0.042,4,0.93,1,0.834,1,0.793,3.15,4.12,1.0,1.0,0.96,0.411,246067,0.0416,0.925,0.064,0.0414,0.0782,Brad Mehldau Trio,Where Do You Start,jazz
1078,4657569,211.22762,0,0,22050,1,0.0,204.92771,-13.679,139.444,0.024,4,0.625,3,0.451,1,0.502,3.15,4.12,1.0,1.0,0.981,0.597,211228,0.131,0.52,0.176,0.0451,0.519,Charlie Parker,How Deep Is the Ocean?,jazz
1080,8533056,386.98667,0,0,22050,1,0.23497,379.04254,-13.062,93.985,0.145,4,0.829,1,0.407,1,0.339,3.15,4.12,1.0,1.0,0.971,0.462,386987,0.201,0.907,0.118,0.0364,0.14,Freddie Hubbard,Body And Soul - Remastered 2006/Rudy Van Gelder Edition,jazz
1081,6056400,274.66667,0,0,22050,1,0.29492,264.39401,-14.703,119.037,0.797,4,0.992,9,0.55,0,0.527,3.15,4.12,1.0,1.0,0.601,0.549,274667,0.301,0.577,0.171,0.0308,0.385,Various Artists,Easy Dreaming,jazz
1082,4751040,215.46667,0,0,22050,1,0.38145,206.74467,-22.31,81.735,0.286,4,0.624,8,0.187,1,0.37,3.15,4.12,1.0,1.0,0.923,0.499,215467,0.0341,5.27e-05,0.131,0.0417,0.31,Chet Baker,It's Always You - Vocal Version,jazz
1083,6285745,285.0678,0,0,22050,1,0.0,260.39438,-16.848,97.824,0.129,3,0.937,5,1.0,1,0.68,3.15,4.12,1.0,1.0,0.948,0.632,285068,0.0901,0.00616,0.111,0.0319,0.361,FOYN/HESS/AC/SOMMER,Willow,jazz
1086,7144200,324.0,0,0,22050,1,3.91256,305.94032,-17.19,65.99,0.094,3,0.247,0,0.328,0,0.407,3.15,4.12,1.0,1.0,0.975,0.489,324000,0.0777,0.018,0.141,0.0349,0.212,Duke Ellington,My Little Brown Book,jazz
1087,5390490,244.46667,0,0,22050,1,0.20884,234.30095,-13.66,102.4,0.398,4,1.0,2,0.315,0,0.278,3.15,4.12,1.0,1.0,0.955,0.552,244467,0.171,0.877,0.122,0.0544,0.152,Bud Powell,Polka Dots And Moonbeams - Rudy Van Gelder/24 Bit Mastering/1998 Digital Remaster,jazz
